Year,Week,Ranking,TV,movie_zh_name,id,category,director,imdb_score
2021,22,2,Move to Heaven,MOVE TO HEAVEN：我是遺物整理師,96571,劇情,yoon ji ryeon,8.6
2021,22,3,Vincenzo,黑道律師文森佐,117376,社會議題,park jae beom,8.4
2021,22,3,Vincenzo,黑道律師文森佐,117376,社會議題,kim hee won,8.4
2021,22,4,Mine,我的上流世界,124426,劇情,baek mi kyung,7.7
2021,22,4,Mine,我的上流世界,124426,劇情,lee na jeong,7.7
2021,22,7,Law School,LAW SCHOOL,119773,"懸疑推理, 犯罪, 法庭",kim sok yun,8
2021,22,7,Law School,LAW SCHOOL,119773,"懸疑推理, 犯罪, 法庭",seo in,8
2021,23,2,Mine,我的上流世界,124426,劇情,baek mi kyung,7.7
2021,23,2,Mine,我的上流世界,124426,劇情,lee na jeong,7.7
2021,23,4,Vincenzo,黑道律師文森佐,117376,社會議題,park jae beom,8.4
2021,23,4,Vincenzo,黑道律師文森佐,117376,社會議題,kim hee won,8.4
2021,23,5,Move to Heaven,MOVE TO HEAVEN：我是遺物整理師,96571,劇情,yoon ji ryeon,8.6
2021,23,7,Law School,LAW SCHOOL,119773,"懸疑推理, 犯罪, 法庭",kim sok yun,8
2021,23,7,Law School,LAW SCHOOL,119773,"懸疑推理, 犯罪, 法庭",seo in,8
2021,24,1,Mine,我的上流世界,124426,劇情,baek mi kyung,7.7
2021,24,1,Mine,我的上流世界,124426,劇情,lee na jeong,7.7
2021,24,10,Law School,LAW SCHOOL,119773,"懸疑推理, 犯罪, 法庭",kim sok yun,8
2021,24,10,Law School,LAW SCHOOL,119773,"懸疑推理, 犯罪, 法庭",seo in,8
2021,24,4,Vincenzo,黑道律師文森佐,117376,社會議題,park jae beom,8.4
2021,24,4,Vincenzo,黑道律師文森佐,117376,社會議題,kim hee won,8.4
2021,24,7,Move to Heaven,MOVE TO HEAVEN：我是遺物整理師,96571,劇情,yoon ji ryeon,8.6
2021,24,8,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,24,8,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,25,1,Mine,我的上流世界,124426,劇情,baek mi kyung,7.7
2021,25,1,Mine,我的上流世界,124426,劇情,lee na jeong,7.7
2021,25,2,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,25,2,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,25,5,Vincenzo,黑道律師文森佐,117376,社會議題,park jae beom,8.4
2021,25,5,Vincenzo,黑道律師文森佐,117376,社會議題,kim hee won,8.4
2021,25,8,"Nevertheless,",無法抗拒的他,126035,"網路漫改, 浪漫",kim ga ram,7.2
2021,26,1,Mine,我的上流世界,124426,劇情,baek mi kyung,7.7
2021,26,1,Mine,我的上流世界,124426,劇情,lee na jeong,7.7
2021,26,10,Racket Boys,羽球少年團,125437,"青少年, 喜劇",jo young gwang,4
2021,26,2,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,26,2,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,26,7,Vincenzo,黑道律師文森佐,117376,社會議題,park jae beom,8.4
2021,26,7,Vincenzo,黑道律師文森佐,117376,社會議題,kim hee won,8.4
2021,26,8,"Nevertheless,",無法抗拒的他,126035,"網路漫改, 浪漫",kim ga ram,7.2
2021,27,2,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,27,2,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,27,4,"Nevertheless,",無法抗拒的他,126035,"網路漫改, 浪漫",kim ga ram,7.2
2021,27,5,Mine,我的上流世界,124426,劇情,baek mi kyung,7.7
2021,27,5,Mine,我的上流世界,124426,劇情,lee na jeong,7.7
2021,27,6,Vincenzo,黑道律師文森佐,117376,社會議題,park jae beom,8.4
2021,27,6,Vincenzo,黑道律師文森佐,117376,社會議題,kim hee won,8.4
2021,27,9,Racket Boys,羽球少年團,125437,"青少年, 喜劇",jo young gwang,4
2021,28,10,Mine,我的上流世界,124426,劇情,baek mi kyung,7.7
2021,28,10,Mine,我的上流世界,124426,劇情,lee na jeong,7.7
2021,28,2,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,28,2,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,28,3,"Nevertheless,",無法抗拒的他,126035,"網路漫改, 浪漫",kim ga ram,7.2
2021,28,5,Vincenzo,黑道律師文森佐,117376,社會議題,park jae beom,8.4
2021,28,5,Vincenzo,黑道律師文森佐,117376,社會議題,kim hee won,8.4
2021,28,7,Racket Boys,羽球少年團,125437,"青少年, 喜劇",jo young gwang,4
2021,28,9,Love (ft. Marriage and Divorce),婚詞離曲,116041,劇情,im sung han,6.6
2021,29,1,"Nevertheless,",無法抗拒的他,126035,"網路漫改, 浪漫",kim ga ram,7.2
2021,29,2,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,29,2,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,29,6,Love (ft. Marriage and Divorce),婚詞離曲,116041,劇情,im sung han,6.6
2021,29,7,Vincenzo,黑道律師文森佐,117376,社會議題,park jae beom,8.4
2021,29,7,Vincenzo,黑道律師文森佐,117376,社會議題,kim hee won,8.4
2021,29,8,Racket Boys,羽球少年團,125437,"青少年, 喜劇",jo young gwang,4
2021,30,1,"Nevertheless,",無法抗拒的他,126035,"網路漫改, 浪漫",kim ga ram,7.2
2021,30,10,Kingdom,屍戰朝鮮,70593,"網路漫改, 政治, 時代經典, 驚悚, 恐怖, 冒險動作",kim eun hee,8.3
2021,30,2,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,30,2,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,30,5,Racket Boys,羽球少年團,125437,"青少年, 喜劇",jo young gwang,4
2021,30,8,Vincenzo,黑道律師文森佐,117376,社會議題,park jae beom,8.4
2021,30,8,Vincenzo,黑道律師文森佐,117376,社會議題,kim hee won,8.4
2021,30,9,Love (ft. Marriage and Divorce),婚詞離曲,116041,劇情,im sung han,6.6
2021,31,1,"Nevertheless,",無法抗拒的他,126035,"網路漫改, 浪漫",kim ga ram,7.2
2021,31,10,You Are My Spring,你是我的春天,126698,浪漫,lee mi na,7.4
2021,31,2,What's Wrong with Secretary Kim,金秘書為何那樣,79434,"網路漫改, 浪漫, 喜劇, 書籍改編",park joon hwa,8.1
2021,31,3,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,31,3,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,31,5,Love (ft. Marriage and Divorce),婚詞離曲,116041,劇情,im sung han,6.6
2021,31,7,Lawless Lawyer,武法律師,78796,"犯罪, 法庭, 驚悚",kim jin min,7.6
2021,31,8,Racket Boys,羽球少年團,125437,"青少年, 喜劇",jo young gwang,4
2021,31,9,Vincenzo,黑道律師文森佐,117376,社會議題,park jae beom,8.4
2021,31,9,Vincenzo,黑道律師文森佐,117376,社會議題,kim hee won,8.4
2021,32,1,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,32,1,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,32,2,"Nevertheless,",無法抗拒的他,126035,"網路漫改, 浪漫",kim ga ram,7.2
2021,32,3,What's Wrong with Secretary Kim,金秘書為何那樣,79434,"網路漫改, 浪漫, 喜劇, 書籍改編",park joon hwa,8.1
2021,32,5,Racket Boys,羽球少年團,125437,"青少年, 喜劇",jo young gwang,4
2021,32,6,Love (ft. Marriage and Divorce),婚詞離曲,116041,劇情,im sung han,6.6
2021,33,2,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,33,2,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,33,3,"Nevertheless,",無法抗拒的他,126035,"網路漫改, 浪漫",kim ga ram,7.2
2021,33,4,What's Wrong with Secretary Kim,金秘書為何那樣,79434,"網路漫改, 浪漫, 喜劇, 書籍改編",park joon hwa,8.1
2021,33,7,Racket Boys,羽球少年團,125437,"青少年, 喜劇",jo young gwang,4
2021,33,8,You Are My Spring,你是我的春天,126698,浪漫,lee mi na,7.4
2021,34,2,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,34,2,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,34,3,"Nevertheless,",無法抗拒的他,126035,"網路漫改, 浪漫",kim ga ram,7.2
2021,34,4,What's Wrong with Secretary Kim,金秘書為何那樣,79434,"網路漫改, 浪漫, 喜劇, 書籍改編",park joon hwa,8.1
2021,34,7,You Are My Spring,你是我的春天,126698,浪漫,lee mi na,7.4
2021,35,10,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong jeong eun,8.2
2021,35,10,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong mi ran,8.2
2021,35,2,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,35,2,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,35,3,D.P.,D.P：逃兵追緝令,110534,"網路漫改, 社會議題",han jun hee,8.2
2021,35,3,D.P.,D.P：逃兵追緝令,110534,"網路漫改, 社會議題",kim bo tong,8.2
2021,35,4,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,35,5,"Nevertheless,",無法抗拒的他,126035,"網路漫改, 浪漫",kim ga ram,7.2
2021,35,6,What's Wrong with Secretary Kim,金秘書為何那樣,79434,"網路漫改, 浪漫, 喜劇, 書籍改編",park joon hwa,8.1
2021,35,7,Doctor John,天才醫生車耀漢,90706,"醫學, 書籍改編, 社會議題",jo soo won,8.1
2021,36,2,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,36,3,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,36,3,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,36,5,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong jeong eun,8.2
2021,36,5,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong mi ran,8.2
2021,36,6,D.P.,D.P：逃兵追緝令,110534,"網路漫改, 社會議題",han jun hee,8.2
2021,36,6,D.P.,D.P：逃兵追緝令,110534,"網路漫改, 社會議題",kim bo tong,8.2
2021,36,7,Doctor John,天才醫生車耀漢,90706,"醫學, 書籍改編, 社會議題",jo soo won,8.1
2021,36,8,"Nevertheless,",無法抗拒的他,126035,"網路漫改, 浪漫",kim ga ram,7.2
2021,37,1,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,37,2,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,37,2,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,37,4,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong jeong eun,8.2
2021,37,4,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong mi ran,8.2
2021,37,6,D.P.,D.P：逃兵追緝令,110534,"網路漫改, 社會議題",han jun hee,8.2
2021,37,6,D.P.,D.P：逃兵追緝令,110534,"網路漫改, 社會議題",kim bo tong,8.2
2021,37,8,Squid Game,魷魚遊戲,93405,驚悚,hwang dong hyuk,8
2021,38,1,Squid Game,魷魚遊戲,93405,驚悚,hwang dong hyuk,8
2021,38,2,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,38,3,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,38,3,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,38,6,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong jeong eun,8.2
2021,38,6,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong mi ran,8.2
2021,38,8,D.P.,D.P：逃兵追緝令,110534,"網路漫改, 社會議題",han jun hee,8.2
2021,38,8,D.P.,D.P：逃兵追緝令,110534,"網路漫改, 社會議題",kim bo tong,8.2
2021,38,9,Mad Dog,瘋狗,74076,"犯罪, 驚悚",kim soo jin,7.7
2021,38,9,Mad Dog,瘋狗,74076,"犯罪, 驚悚",hwang eui kyung,7.7
2021,39,1,Squid Game,魷魚遊戲,93405,驚悚,hwang dong hyuk,8
2021,39,10,Mad Dog,瘋狗,74076,"犯罪, 驚悚",kim soo jin,7.7
2021,39,10,Mad Dog,瘋狗,74076,"犯罪, 驚悚",hwang eui kyung,7.7
2021,39,2,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,39,3,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,39,3,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,39,7,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong jeong eun,8.2
2021,39,7,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong mi ran,8.2
2021,40,1,Squid Game,魷魚遊戲,93405,驚悚,hwang dong hyuk,8
2021,40,2,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,40,3,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,40,3,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,40,8,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong jeong eun,8.2
2021,40,8,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong mi ran,8.2
2021,41,1,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,41,2,Squid Game,魷魚遊戲,93405,驚悚,hwang dong hyuk,8
2021,41,3,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,41,3,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,41,8,The King's Affection,戀慕,129478,"浪漫, 漫畫改編, 時代經典",han hee jung,7.9
2021,41,9,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong jeong eun,8.2
2021,41,9,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong mi ran,8.2
2021,42,1,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,42,2,My Name,以吾之名,110356,"犯罪, 驚悚, 冒險動作",kim jin min,7.8
2021,42,3,Squid Game,魷魚遊戲,93405,驚悚,hwang dong hyuk,8
2021,42,7,The King's Affection,戀慕,129478,"浪漫, 漫畫改編, 時代經典",han hee jung,7.9
2021,42,8,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,42,8,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,42,9,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong jeong eun,8.2
2021,42,9,Hotel Del Luna,德魯納酒店,90447,"奇幻, 浪漫, 喜劇",hong mi ran,8.2
2021,43,1,My Name,以吾之名,110356,"犯罪, 驚悚, 冒險動作",kim jin min,7.8
2021,43,2,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,43,5,Squid Game,魷魚遊戲,93405,驚悚,hwang dong hyuk,8
2021,43,6,The King's Affection,戀慕,129478,"浪漫, 漫畫改編, 時代經典",han hee jung,7.9
2021,43,9,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,43,9,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,44,1,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,44,10,Hospital Playlist,機智醫生生活,96102,醫療,lee woo jung,8.8
2021,44,10,Hospital Playlist,機智醫生生活,96102,醫療,shin won ho,8.8
2021,44,2,My Name,以吾之名,110356,"犯罪, 驚悚, 冒險動作",kim jin min,7.8
2021,44,5,The King's Affection,戀慕,129478,"浪漫, 漫畫改編, 時代經典",han hee jung,7.9
2021,44,6,Inspector Koo,神探具景伊,129475,"犯罪, 驚悚, 喜劇",lee jung heum,6.9
2021,44,7,Squid Game,魷魚遊戲,93405,驚悚,hwang dong hyuk,8
2021,44,9,My ID is Gangnam Beauty,我的ID是江南美人,80737,"網路漫改, 浪漫",choi sung bum,7.4
2021,45,1,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,45,10,Misty,謎霧,76715,"懸疑推理, 犯罪, 浪漫",mo wan il,8
2021,45,4,The King's Affection,戀慕,129478,"浪漫, 漫畫改編, 時代經典",han hee jung,7.9
2021,45,5,My Name,以吾之名,110356,"犯罪, 驚悚, 冒險動作",kim jin min,7.8
2021,45,6,Inspector Koo,神探具景伊,129475,"犯罪, 驚悚, 喜劇",lee jung heum,6.9
2021,45,8,Squid Game,魷魚遊戲,93405,驚悚,hwang dong hyuk,8
2021,46,1,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,46,3,The King's Affection,戀慕,129478,"浪漫, 漫畫改編, 時代經典",han hee jung,7.9
2021,46,4,Misty,謎霧,76715,"懸疑推理, 犯罪, 浪漫",mo wan il,8
2021,46,5,My Name,以吾之名,110356,"犯罪, 驚悚, 冒險動作",kim jin min,7.8
2021,46,6,Inspector Koo,神探具景伊,129475,"犯罪, 驚悚, 喜劇",lee jung heum,6.9
2021,47,1,Hellbound,地獄公使,106651,"懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",yeon sang ho,6.6
2021,47,1,Hellbound,地獄公使,106651,"懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",choi gyu seok,6.6
2021,47,3,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,47,4,The King's Affection,戀慕,129478,"浪漫, 漫畫改編, 時代經典",han hee jung,7.9
2021,47,6,Misty,謎霧,76715,"懸疑推理, 犯罪, 浪漫",mo wan il,8
2021,47,8,Inspector Koo,神探具景伊,129475,"犯罪, 驚悚, 喜劇",lee jung heum,6.9
2021,48,2,Hellbound,地獄公使,106651,"懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",yeon sang ho,6.6
2021,48,2,Hellbound,地獄公使,106651,"懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",choi gyu seok,6.6
2021,48,3,The King's Affection,戀慕,129478,"浪漫, 漫畫改編, 時代經典",han hee jung,7.9
2021,48,6,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,49,4,The King's Affection,戀慕,129478,"浪漫, 漫畫改編, 時代經典",han hee jung,7.9
2021,49,5,Hellbound,地獄公使,106651,"懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",yeon sang ho,6.6
2021,49,5,Hellbound,地獄公使,106651,"懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",choi gyu seok,6.6
2021,49,6,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,49,7,The Beauty Inside,愛上變身情人,82237,"浪漫, 喜劇",im meari,7.6
2021,50,3,The King's Affection,戀慕,129478,"浪漫, 漫畫改編, 時代經典",han hee jung,7.9
2021,50,4,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,50,5,Our Beloved Summer,那年，我們的夏天,135897,"浪漫, 喜劇",lee na eun,8.4
2021,50,7,Inspector Koo,神探具景伊,129475,"犯罪, 驚悚, 喜劇",lee jung heum,6.9
2021,50,9,The Beauty Inside,愛上變身情人,82237,"浪漫, 喜劇",im meari,7.6
2021,51,10,Bulgasal: Immortal Souls,不可殺：永生之靈,137520,"奇幻, 驚悚",seo jae won,7.3
2021,51,10,Bulgasal: Immortal Souls,不可殺：永生之靈,137520,"奇幻, 驚悚",kwon so ra,7.3
2021,51,4,Our Beloved Summer,那年，我們的夏天,135897,"浪漫, 喜劇",lee na eun,8.4
2021,51,6,The King's Affection,戀慕,129478,"浪漫, 漫畫改編, 時代經典",han hee jung,7.9
2021,51,7,Hometown Cha-Cha-Cha,海岸村恰恰恰,128883,"浪漫, 喜劇",shin ha eun,8.5
2021,51,9,The Silent Sea,寧靜海,96777,"懸疑推理, 科幻, 驚悚",park eun kyo,6.9
2021,51,9,The Silent Sea,寧靜海,96777,"懸疑推理, 科幻, 驚悚",choi hang yong,6.9
